session_name,topic,practice_url,question_number,question,option_1,option_2,option_3
You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math.,Google Sheets,https://app.datacamp.com/learn/practice/p/ff1c9a5b-8667-406e-9ea7-2d1e608fd75e,2,You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math. # Build your code below: from math import prod import statistics as stats import math import numpy as np,You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math. # Build your code below: from math import prod import statistics as stats import math import numpy as np,,
You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math.,Google Sheets,https://app.datacamp.com/learn/practice/p/ff1c9a5b-8667-406e-9ea7-2d1e608fd75e,3,You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math. # Build your code below: from math import prod import statistics as stats import math import numpy as np,You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math. # Build your code below: from math import prod import statistics as stats import math import numpy as np,,
A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply.,Theory,https://app.datacamp.com/learn/practice/p/212b899c-3079-44bd-b82e-29af37ff4766,1,A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply. Concept drift can break DLE even if feature ranges look unchanged DLE adds operational complexity and compute due to the child model DLE estimates may still be valid if the region was seen in training DLE becomes invalid whenever any input distribution shift occurs Keyboard Shortcuts List,A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply. Concept drift can break DLE even if feature ranges look unchanged DLE adds operational complexity and compute due to the child model DLE estimates may still be valid if the region was seen in training DLE becomes invalid whenever any input distribution shift occurs Keyboard Shortcuts List,,
A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply.,Theory,https://app.datacamp.com/learn/practice/p/212b899c-3079-44bd-b82e-29af37ff4766,2,A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply. Concept drift can break DLE even if feature ranges look unchanged DLE adds operational complexity and compute due to the child model DLE estimates may still be valid if the region was seen in training DLE becomes invalid whenever any input distribution shift occurs Keyboard Shortcuts List,A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply. Concept drift can break DLE even if feature ranges look unchanged DLE adds operational complexity and compute due to the child model DLE estimates may still be valid if the region was seen in training DLE becomes invalid whenever any input distribution shift occurs Keyboard Shortcuts List,,
A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply.,Theory,https://app.datacamp.com/learn/practice/p/212b899c-3079-44bd-b82e-29af37ff4766,3,A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply. Concept drift can break DLE even if feature ranges look unchanged DLE adds operational complexity and compute due to the child model DLE estimates may still be valid if the region was seen in training DLE becomes invalid whenever any input distribution shift occurs Keyboard Shortcuts List,A car insurance price model (regression) uses DLE. You observe input shift toward a rural region that was rare but present in training. Labels are delayed. Which statements are reasonable to conclude? Select all that apply. Concept drift can break DLE even if feature ranges look unchanged DLE adds operational complexity and compute due to the child model DLE estimates may still be valid if the region was seen in training DLE becomes invalid whenever any input distribution shift occurs Keyboard Shortcuts List,,
You compute excess kurtosis using SciPy:,Python,https://app.datacamp.com/learn/practice/p/63ff6eb5-41ae-4ee2-8c72-fb0fb5a938c5,1,"You compute excess kurtosis using SciPy: from scipy.stats import kurtosis excess_k = kurtosis(clean_returns) SciPy returns excess kurtosis (kurtosis minus 3). To convert it to the sample kurtosis (fourth moment), compute: sample_k = excess_k + ?",What number should replace the blank?,0.05 -3 Clear Keyboard Shortcuts List,
You compute excess kurtosis using SciPy:,Python,https://app.datacamp.com/learn/practice/p/63ff6eb5-41ae-4ee2-8c72-fb0fb5a938c5,2,"You compute excess kurtosis using SciPy: from scipy.stats import kurtosis excess_k = kurtosis(clean_returns) SciPy returns excess kurtosis (kurtosis minus 3). To convert it to the sample kurtosis (fourth moment), compute: sample_k = excess_k + ?",What number should replace the blank?,0.05 -3 Clear Keyboard Shortcuts List,
You compute excess kurtosis using SciPy:,Python,https://app.datacamp.com/learn/practice/p/63ff6eb5-41ae-4ee2-8c72-fb0fb5a938c5,3,"You compute excess kurtosis using SciPy: from scipy.stats import kurtosis excess_k = kurtosis(clean_returns) SciPy returns excess kurtosis (kurtosis minus 3). To convert it to the sample kurtosis (fourth moment), compute: sample_k = excess_k + ?",What number should replace the blank?,0.05 -3 Clear Keyboard Shortcuts List,
import java.time.LocalDate;,Java,https://app.datacamp.com/learn/practice/p/fac18830-0eeb-4a33-87b9-fc3e8aa68239,1,"import java.time.LocalDate; import java.time.format.DateTimeFormatter; public class Main { public static void main(String[] args) { LocalDate d = LocalDate.of(2025, 3, 10); DateTimeFormatter fmt = DateTimeFormatter.ofPattern(""MM/dd/yyyy""); String out = d. ?",(fmt); System.out.println(out); // expected: 03/10/2025 Fill in the blank to format the date using the formatter. format toString parse plusDays Clear Keyboard Shortcuts List,,
import java.time.LocalDate;,Java,https://app.datacamp.com/learn/practice/p/fac18830-0eeb-4a33-87b9-fc3e8aa68239,2,"import java.time.LocalDate; import java.time.format.DateTimeFormatter; public class Main { public static void main(String[] args) { LocalDate d = LocalDate.of(2025, 3, 10); DateTimeFormatter fmt = DateTimeFormatter.ofPattern(""MM/dd/yyyy""); String out = d. ?",(fmt); System.out.println(out); // expected: 03/10/2025 Fill in the blank to format the date using the formatter. format toString parse plusDays Clear Keyboard Shortcuts List,,
import java.time.LocalDate;,Java,https://app.datacamp.com/learn/practice/p/fac18830-0eeb-4a33-87b9-fc3e8aa68239,3,"import java.time.LocalDate; import java.time.format.DateTimeFormatter; public class Main { public static void main(String[] args) { LocalDate d = LocalDate.of(2025, 3, 10); DateTimeFormatter fmt = DateTimeFormatter.ofPattern(""MM/dd/yyyy""); String out = d. ?",(fmt); System.out.println(out); // expected: 03/10/2025 Fill in the blank to format the date using the formatter. format toString parse plusDays Clear Keyboard Shortcuts List,,
"If your goal is a whimsical storybook look for ""a cow jumping over the moon,"" choosing a",Gemini,https://app.datacamp.com/learn/practice/p/d86ef429-3eae-4bda-8b95-2befc7ff6feb,1,"If your goal is a whimsical storybook look for ""a cow jumping over the moon,"" choosing a ?","style is a good fit. But if you need a clinically accurate diagram of tooth decay for dental students, you should prefer educational sources instead of AI-generated art. Options apply to the blanks in order. neon glitch random social media posts expert-reviewed watercolor Clear Keyboard Shortcuts List",,
"If your goal is a whimsical storybook look for ""a cow jumping over the moon,"" choosing a",Gemini,https://app.datacamp.com/learn/practice/p/d86ef429-3eae-4bda-8b95-2befc7ff6feb,2,"If your goal is a whimsical storybook look for ""a cow jumping over the moon,"" choosing a ?","style is a good fit. But if you need a clinically accurate diagram of tooth decay for dental students, you should prefer educational sources instead of AI-generated art. Options apply to the blanks in order. neon glitch random social media posts expert-reviewed watercolor Clear Keyboard Shortcuts List",,
"If your goal is a whimsical storybook look for ""a cow jumping over the moon,"" choosing a",Gemini,https://app.datacamp.com/learn/practice/p/d86ef429-3eae-4bda-8b95-2befc7ff6feb,3,"If your goal is a whimsical storybook look for ""a cow jumping over the moon,"" choosing a ?","style is a good fit. But if you need a clinically accurate diagram of tooth decay for dental students, you should prefer educational sources instead of AI-generated art. Options apply to the blanks in order. neon glitch random social media posts expert-reviewed watercolor Clear Keyboard Shortcuts List",,
